set,language,source_path,source_hash,segment_id,segment_start_s,segment_end_s,dir,wav,model,mode,prompt_id,join_source,health,wer,declination_slope,terminal_slope,f0_range_st,f0_sd_st,duration_s,voiced_frac,n_voiced,n_octave_rejected,status,error
synthetic,en,windows-cloning/coqui_cuda_p1.wav,,,,,windows-cloning,coqui_cuda_p1.wav,coqui,cloning,1,scores_csv,,0.0,-8.905980795983833,-23.28243388813776,9.692679021386837,2.9531532899294635,2.1766666666666667,0.6462264150943396,137,0,ok,
synthetic,en,windows-cloning/coqui_cuda_p2.wav,,,,,windows-cloning,coqui_cuda_p2.wav,coqui,cloning,2,scores_csv,,0.0,-1.7318099189874052,-5.895406727657426,7.37049561024452,2.324323068427017,5.376666666666667,0.3533834586466165,188,0,ok,
synthetic,en,windows-cloning/coqui_cuda_p3.wav,,,,,windows-cloning,coqui_cuda_p3.wav,coqui,cloning,3,scores_csv,,0.2121,-2.2267364857229537,-46.18605562906698,11.188773062364275,3.6001146127765185,15.552666666666667,0.5619354838709677,871,0,ok,
synthetic,en,windows-cloning/coqui_cuda_p4.wav,,,,,windows-cloning,coqui_cuda_p4.wav,coqui,cloning,4,scores_csv,,0.1667,-3.692476954336368,-24.185122716928642,8.987865560524252,2.738230851223664,7.243333333333333,0.43532684283727396,313,0,ok,
synthetic,en,windows-default/coqui_cpu_p1.wav,,,,,windows-default,coqui_cpu_p1.wav,coqui,default,1,scores_csv,,0.1429,-3.438698128236408,-20.650633220152788,6.044300946797323,1.692214107241984,2.87,0.648936170212766,183,0,ok,
synthetic,en,windows-default/coqui_cpu_p2.wav,,,,,windows-default,coqui_cpu_p2.wav,coqui,default,2,scores_csv,,0.0,-7.379760837491672,-4.09855164188136,9.979359842310169,3.437669647316664,5.568666666666667,0.5217391304347826,288,0,ok,
synthetic,en,windows-default/coqui_cpu_p4.wav,,,,,windows-default,coqui_cpu_p4.wav,coqui,default,4,scores_csv,,0.1667,-2.9063956981311487,-18.35722291703628,7.6126641316860635,2.790537505421271,8.63,0.48834498834498835,419,0,ok,
synthetic,en,windows-default/coqui_cuda_p1.wav,,,,,windows-default,coqui_cuda_p1.wav,coqui,default,1,scores_csv,,0.0,-7.0440906542323525,-1.6859537773271205,6.858156157892739,2.3234431777383837,2.3153333333333332,0.7389380530973452,167,0,ok,
synthetic,en,windows-default/coqui_cuda_p2.wav,,,,,windows-default,coqui_cuda_p2.wav,coqui,default,2,scores_csv,,0.0,-4.802386746172881,-24.4438661229356,7.0912278108048845,2.809803844008463,6.304666666666667,0.48,300,0,ok,
synthetic,en,windows-default/coqui_cuda_p3.wav,,,,,windows-default,coqui_cuda_p3.wav,coqui,default,3,scores_csv,,0.2121,1.0417052777540756,-50.20609218474507,11.684540329068321,3.855633277042943,17.59,0.5635327635327635,989,1,ok,
synthetic,en,windows-default/coqui_cuda_p4.wav,,,,,windows-default,coqui_cuda_p4.wav,coqui,default,4,scores_csv,,0.1111,-4.181315018293683,40.187683254806366,14.18887961337774,3.9042042059405966,8.534,0.4516509433962264,383,1,ok,
synthetic,en,2026-05-25_0102/dia_cuda_p1.wav,,,,,2026-05-25_0102,dia_cuda_p1.wav,dia,unknown,1,filename_fallback,,,10.014635435022168,1.7883623257473453,9.023214377403557,3.2168752060571446,0.40634920634920635,0.9142857142857143,32,0,ok,
synthetic,en,2026-05-25_0102/dia_cuda_p2.wav,,,,,2026-05-25_0102,dia_cuda_p2.wav,dia,unknown,2,filename_fallback,,,-3.6340329603305803,-22.41296414424142,6.868103718988157,2.233764824654104,4.330521541950113,0.45794392523364486,196,0,ok,
synthetic,en,2026-05-25_0102/dia_cuda_p3.wav,,,,,2026-05-25_0102,dia_cuda_p3.wav,dia,unknown,3,filename_fallback,,,2.295700990464359,-18.969681714725017,16.126112477581945,4.147134620598725,12.979954648526077,0.7623839009287926,985,4,ok,
synthetic,en,2026-05-25_0102/dia_cuda_p4.wav,,,,,2026-05-25_0102,dia_cuda_p4.wav,dia,unknown,4,filename_fallback,,,8.29938175418963,-20.086473057341916,12.47698937312771,4.063757416382291,7.093696145124716,0.5227272727272727,368,0,ok,
synthetic,en,2026-06-03_0043/dia_cuda_p4.wav,,,,,2026-06-03_0043,dia_cuda_p4.wav,dia,unknown,4,filename_fallback,,,3.3758754169025016,-25.07820378215793,8.844278579567806,2.6292633022362573,4.829750566893424,0.49056603773584906,234,0,ok,
synthetic,en,windows-cloning/dia_cuda_p2.wav,,,,,windows-cloning,dia_cuda_p2.wav,dia,cloning,2,scores_csv,,0.0,-3.6340329603305803,-22.41296414424142,6.868103718988157,2.233764824654104,4.330521541950113,0.45794392523364486,196,0,ok,
synthetic,en,windows-cloning/dia_cuda_p3.wav,,,,,windows-cloning,dia_cuda_p3.wav,dia,cloning,3,scores_csv,,0.1818,2.295700990464359,-18.969681714725017,16.126112477581945,4.147134620598725,12.979954648526077,0.7623839009287926,985,4,ok,
synthetic,en,windows-cloning/dia_cuda_p4.wav,,,,,windows-cloning,dia_cuda_p4.wav,dia,cloning,4,scores_csv,,0.3333,3.3758754169025016,-25.07820378215793,8.844278579567806,2.6292633022362573,4.829750566893424,0.49056603773584906,234,0,ok,
synthetic,en,windows-default/dia_cuda_p1.wav,,,,,windows-default,dia_cuda_p1.wav,dia,default,1,scores_csv,,0.0,9.066713142973827,20.714954926223047,22.699622700851677,7.763252193548514,2.3219954648526078,0.6103896103896104,141,0,ok,
synthetic,en,windows-default/dia_cuda_p3.wav,,,,,windows-default,dia_cuda_p3.wav,dia,default,3,scores_csv,,0.2121,-0.28735261543241175,-10.867097362537399,9.723207022013092,2.802371913820683,12.585215419501134,0.7110933758978452,891,0,ok,
synthetic,en,windows-default/dia_cuda_p4.wav,,,,,windows-default,dia_cuda_p4.wav,dia,default,4,scores_csv,,0.0556,5.664560021312603,6.2209225973344235,13.897631237729204,3.966585651532383,6.884716553287982,0.5678832116788322,389,0,ok,
synthetic,en,2026-06-05_1115/dramabox_cuda_p1.wav,,,,,2026-06-05_1115,dramabox_cuda_p1.wav,dramabox,unknown,1,filename_fallback,,,-4.763264510987795,-22.237772714250866,7.722976940138896,2.3462608979263475,3.0488125,0.5585284280936454,167,0,ok,
synthetic,en,2026-06-05_1115/dramabox_cuda_p2.wav,,,,,2026-06-05_1115,dramabox_cuda_p2.wav,dramabox,unknown,2,filename_fallback,,,-3.9965588759653548,32.03576817367794,15.735734760626036,5.066239483481419,8.197479166666668,0.4250614250614251,346,0,ok,
synthetic,en,2026-06-05_1115/dramabox_cuda_p3.wav,,,,,2026-06-05_1115,dramabox_cuda_p3.wav,dramabox,unknown,3,filename_fallback,,,-1.229820569436186,-27.93416886280775,8.98565699285642,2.832745262005501,21.774875,0.6228150873965042,1354,0,ok,
synthetic,en,2026-06-05_1115/dramabox_cuda_p4.wav,,,,,2026-06-05_1115,dramabox_cuda_p4.wav,dramabox,unknown,4,filename_fallback,,,-3.615257768886241,-28.514313148347092,11.146319646320517,3.83449055831356,9.473625,0.5817409766454352,548,0,ok,
synthetic,en,2026-06-05_1117/dramabox_cuda_p1.wav,,,,,2026-06-05_1117,dramabox_cuda_p1.wav,dramabox,unknown,1,filename_fallback,,,-7.580704595225959,-37.28074356037276,8.743456269042554,2.9789212036478103,5.8890625,0.37735849056603776,220,0,ok,
synthetic,en,2026-06-05_1117/dramabox_cuda_p2.wav,,,,,2026-06-05_1117,dramabox_cuda_p2.wav,dramabox,unknown,2,filename_fallback,,,-6.676875167583508,-22.7999796027859,12.13296327401213,3.737352834077105,8.172625,0.458128078817734,372,0,ok,
synthetic,en,2026-06-05_1117/dramabox_cuda_p3.wav,,,,,2026-06-05_1117,dramabox_cuda_p3.wav,dramabox,unknown,3,filename_fallback,,,-4.394654882556297,-42.23500902092247,11.327520148966427,3.5431598163901716,21.611666666666668,0.5435992578849722,1172,0,ok,
synthetic,en,2026-06-05_1117/dramabox_cuda_p4.wav,,,,,2026-06-05_1117,dramabox_cuda_p4.wav,dramabox,unknown,4,filename_fallback,,,-6.85847806576977,-47.39838117779917,13.429681191208568,4.089729658872713,9.4024375,0.4449197860962567,416,0,ok,
synthetic,en,windows-cloning/dramabox_cuda_p1.wav,,,,,windows-cloning,dramabox_cuda_p1.wav,dramabox,cloning,1,scores_csv,,0.0,-7.580704595225959,-37.28074356037276,8.743456269042554,2.9789212036478103,5.8890625,0.37735849056603776,220,0,ok,
synthetic,en,windows-cloning/dramabox_cuda_p2.wav,,,,,windows-cloning,dramabox_cuda_p2.wav,dramabox,cloning,2,scores_csv,,0.0,-6.676875167583508,-22.7999796027859,12.13296327401213,3.737352834077105,8.172625,0.458128078817734,372,0,ok,
synthetic,en,windows-cloning/dramabox_cuda_p3.wav,,,,,windows-cloning,dramabox_cuda_p3.wav,dramabox,cloning,3,scores_csv,,0.1515,-4.394654882556297,-42.23500902092247,11.327520148966427,3.5431598163901716,21.611666666666668,0.5435992578849722,1172,0,ok,
synthetic,en,windows-cloning/dramabox_cuda_p4.wav,,,,,windows-cloning,dramabox_cuda_p4.wav,dramabox,cloning,4,scores_csv,,0.1667,-6.85847806576977,-47.39838117779917,13.429681191208568,4.089729658872713,9.4024375,0.4449197860962567,416,0,ok,
synthetic,en,windows-default/dramabox_cuda_p1.wav,,,,,windows-default,dramabox_cuda_p1.wav,dramabox,default,1,scores_csv,,0.0,-4.763264510987795,-22.237772714250866,7.722976940138896,2.3462608979263475,3.0488125,0.5585284280936454,167,0,ok,
synthetic,en,windows-default/dramabox_cuda_p2.wav,,,,,windows-default,dramabox_cuda_p2.wav,dramabox,default,2,scores_csv,,0.0,-3.9965588759653548,32.03576817367794,15.735734760626036,5.066239483481419,8.197479166666668,0.4250614250614251,346,0,ok,
synthetic,en,windows-default/dramabox_cuda_p3.wav,,,,,windows-default,dramabox_cuda_p3.wav,dramabox,default,3,scores_csv,,0.1515,-1.229820569436186,-27.93416886280775,8.98565699285642,2.832745262005501,21.774875,0.6228150873965042,1354,0,ok,
synthetic,en,windows-default/dramabox_cuda_p4.wav,,,,,windows-default,dramabox_cuda_p4.wav,dramabox,default,4,scores_csv,,0.2222,-3.615257768886241,-28.514313148347092,11.146319646320517,3.83449055831356,9.473625,0.5817409766454352,548,0,ok,
synthetic,en,2026-06-01_2237/echo_cuda_p1.wav,,,,,2026-06-01_2237,echo_cuda_p1.wav,echo,unknown,1,filename_fallback,,,-2.338833327881594,-9.244944782321978,6.867688422162859,1.9703601095811867,2.8792743764172335,0.7127659574468085,201,0,ok,
synthetic,en,2026-06-01_2240/echo_cuda_p1.wav,,,,,2026-06-01_2240,echo_cuda_p1.wav,echo,unknown,1,filename_fallback,,,-2.338833327881594,-9.244944782321978,6.867688422162859,1.9703601095811867,2.8792743764172335,0.7127659574468085,201,0,ok,
synthetic,en,2026-06-01_2240/echo_cuda_p2.wav,,,,,2026-06-01_2240,echo_cuda_p2.wav,echo,unknown,2,filename_fallback,,,-4.556874109392446,1.2422680637384533,8.769928387658421,2.553462215791903,5.154829931972789,0.503921568627451,257,0,ok,
synthetic,en,2026-06-01_2240/echo_cuda_p3.wav,,,,,2026-06-01_2240,echo_cuda_p3.wav,echo,unknown,3,filename_fallback,,,-1.9707997052085948,-17.716915727048324,5.716990652504883,1.8638109534695484,15.27873015873016,0.6629434954007885,1009,0,ok,
synthetic,en,2026-06-01_2240/echo_cuda_p4.wav,,,,,2026-06-01_2240,echo_cuda_p4.wav,echo,unknown,4,filename_fallback,,,-3.5911224732753113,-21.487511331845116,5.491182470055355,1.9242157240589095,6.501587301587302,0.517829457364341,334,0,ok,
synthetic,en,2026-06-01_2241/echo_cuda_p1.wav,,,,,2026-06-01_2241,echo_cuda_p1.wav,echo,unknown,1,filename_fallback,,,-2.338833327881594,-9.244944782321978,6.867688422162859,1.9703601095811867,2.8792743764172335,0.7127659574468085,201,0,ok,
synthetic,en,2026-06-01_2241/echo_cuda_p2.wav,,,,,2026-06-01_2241,echo_cuda_p2.wav,echo,unknown,2,filename_fallback,,,-4.556874109392446,1.2422680637384533,8.769928387658421,2.553462215791903,5.154829931972789,0.503921568627451,257,0,ok,
synthetic,en,2026-06-01_2241/echo_cuda_p3.wav,,,,,2026-06-01_2241,echo_cuda_p3.wav,echo,unknown,3,filename_fallback,,,-1.9707997052085948,-17.716915727048324,5.716990652504883,1.8638109534695484,15.27873015873016,0.6629434954007885,1009,0,ok,
synthetic,en,2026-06-01_2241/echo_cuda_p4.wav,,,,,2026-06-01_2241,echo_cuda_p4.wav,echo,unknown,4,filename_fallback,,,-3.5911224732753113,-21.487511331845116,5.491182470055355,1.9242157240589095,6.501587301587302,0.517829457364341,334,0,ok,
synthetic,en,windows-cloning/echo_cuda_p1.wav,,,,,windows-cloning,echo_cuda_p1.wav,echo,cloning,1,scores_csv,,0.0,-2.338833327881594,-9.244944782321978,6.867688422162859,1.9703601095811867,2.8792743764172335,0.7127659574468085,201,0,ok,
