prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,wall_s,ok,error
1,kokoro,cpu,,False,1,False,213.8,0.2138,2.65,12.39,0,True,
1,kokoro,cpu,,False,2,False,222.6,0.2226,2.65,11.9,0,True,
1,kittentts,cpu,,False,0,True,500.2,0.5002,2.75,5.5,3.246,True,
1,kittentts,cpu,,False,1,False,451.9,0.4519,2.75,6.08,0,True,
1,kittentts,cpu,,False,2,False,442.8,0.4428,2.75,6.21,0,True,
1,piper,cpu,,False,0,True,69.9,0.0699,2.101,30.04,1.399,True,
1,piper,cpu,,False,1,False,38.0,0.038,2.148,56.49,0,True,
1,piper,cpu,,False,2,False,35.1,0.0352,1.904,54.16,0,True,
1,vibevoice,cpu,,False,0,True,5969.4,5.9694,2.8,0.47,22.973,True,
1,vibevoice,cpu,,False,1,False,5395.9,5.3959,2.933,0.54,0,True,
1,vibevoice,cpu,,False,2,False,4294.7,4.2947,2.4,0.56,0,True,
1,magpie,cpu,,False,0,True,9292.0,9.292,2.926,0.31,49.594,True,
1,magpie,cpu,,False,1,False,9028.4,9.0284,3.019,0.33,0,True,
1,magpie,cpu,,False,2,False,8523.3,8.5233,2.926,0.34,0,True,
2,pocket,cpu,,gated,0,True,105.3,1.5119,6.08,4.02,7.793,True,
2,pocket,cpu,,gated,1,False,97.8,1.5515,5.92,3.82,0,True,
2,pocket,cpu,,gated,2,False,99.8,1.617,5.68,3.51,0,True,
2,neutts_air,cpu,air,True,0,True,1277.3,4.7149,4.62,0.98,29.623,True,
2,neutts_air,cpu,air,True,1,False,494.7,4.9306,6.0,1.22,0,True,
2,neutts_air,cpu,air,True,2,False,493.8,4.6727,5.7,1.22,0,True,
2,neutts_nano,cpu,nano,True,0,True,773.1,3.22,4.78,1.48,23.844,True,
2,neutts_nano,cpu,nano,True,1,False,429.2,3.1993,5.16,1.61,0,True,
2,neutts_nano,cpu,nano,True,2,False,352.1,2.942,5.0,1.7,0,True,
2,luxtts,cpu,,True,0,True,,,,,0.063,False,load failed: ModuleNotFoundError: No module named 'luxtts'
2,chatterbox,cpu,,True,0,True,11440.8,11.4408,4.32,0.38,45.596,True,
2,chatterbox,cpu,,True,1,False,10740.3,10.7403,4.32,0.4,0,True,
2,chatterbox,cpu,,True,2,False,11810.4,11.8104,4.92,0.42,0,True,
2,f5tts,cpu,,True,0,True,55465.3,55.4653,3.648,0.07,174.381,True,
2,f5tts,cpu,,True,1,False,55124.6,55.1246,3.648,0.07,0,True,
2,f5tts,cpu,,True,2,False,54980.0,54.98,3.648,0.07,0,True,
2,coqui,cpu,,True,0,True,7169.8,7.1698,6.166,0.86,34.757,True,
2,coqui,cpu,,True,1,False,6237.3,6.2373,5.43,0.87,0,True,
2,coqui,cpu,,True,2,False,6904.9,6.9049,6.081,0.88,0,True,
2,omnivoice,cpu,,True,0,True,13483.7,13.4837,5.02,0.37,45.167,True,
2,omnivoice,cpu,,True,1,False,13091.7,13.0917,5.01,0.38,0,True,
2,omnivoice,cpu,,True,2,False,13070.8,13.0708,5.3,0.41,0,True,
2,voxcpm,cpu,,True,0,True,7645.1,7.6451,5.68,0.74,27.174,True,
2,voxcpm,cpu,,True,1,False,5971.3,5.9713,4.4,0.74,0,True,
2,voxcpm,cpu,,True,2,False,6487.6,6.4876,5.04,0.78,0,True,
2,kokoro,cpu,,False,0,True,475.6,0.4756,5.85,12.3,6.594,True,
2,kokoro,cpu,,False,1,False,397.8,0.3978,5.85,14.7,0,True,
2,kokoro,cpu,,False,2,False,392.9,0.3929,5.85,14.89,0,True,
2,kittentts,cpu,,False,0,True,900.1,0.9001,5.6,6.22,4.342,True,
2,kittentts,cpu,,False,1,False,850.6,0.8506,5.6,6.58,0,True,
2,kittentts,cpu,,False,2,False,844.5,0.8445,5.6,6.63,0,True,
2,piper,cpu,,False,0,True,132.8,0.1331,5.909,44.41,1.591,True,
2,piper,cpu,,False,1,False,92.8,0.0929,5.944,63.95,0,True,
2,piper,cpu,,False,2,False,96.7,0.0969,5.805,59.93,0,True,
2,vibevoice,cpu,,False,0,True,9680.5,9.6805,6.0,0.62,36.816,True,
2,vibevoice,cpu,,False,1,False,9626.6,9.6266,6.133,0.64,0,True,
2,vibevoice,cpu,,False,2,False,10731.6,10.7316,7.067,0.66,0,True,
2,magpie,cpu,,False,0,True,22490.0,22.49,6.734,0.3,87.302,True,
2,magpie,cpu,,False,1,False,21657.5,21.6575,6.548,0.3,0,True,
2,magpie,cpu,,False,2,False,21898.7,21.8987,6.687,0.31,0,True,
3,pocket,cpu,,gated,0,True,119.6,3.4049,16.56,4.86,13.337,True,
3,pocket,cpu,,gated,1,False,107.0,3.6021,17.2,4.78,0,True,
3,pocket,cpu,,gated,2,False,105.9,3.4023,16.16,4.75,0,True,
3,neutts_air,cpu,air,True,0,True,1344.0,15.1068,17.5,1.16,57.263,True,
3,neutts_air,cpu,air,True,1,False,493.7,14.103,17.14,1.22,0,True,
3,neutts_air,cpu,air,True,2,False,499.2,14.1846,17.6,1.24,0,True,
3,neutts_nano,cpu,nano,True,0,True,791.7,8.3597,14.24,1.7,37.297,True,
3,neutts_nano,cpu,nano,True,1,False,342.0,7.6292,13.68,1.79,0,True,
3,neutts_nano,cpu,nano,True,2,False,348.9,7.9331,14.24,1.8,0,True,
3,luxtts,cpu,,True,0,True,,,,,0.059,False,load failed: ModuleNotFoundError: No module named 'luxtts'
3,chatterbox,cpu,,True,0,True,30262.9,30.2629,12.72,0.42,101.465,True,
3,chatterbox,cpu,,True,1,False,29643.9,29.6439,12.48,0.42,0,True,
3,chatterbox,cpu,,True,2,False,30768.3,30.7683,12.68,0.41,0,True,
3,f5tts,cpu,,True,0,True,82366.6,82.3666,10.165,0.12,256.788,True,
3,f5tts,cpu,,True,1,False,82272.0,82.272,10.165,0.12,0,True,
3,f5tts,cpu,,True,2,False,82690.9,82.6909,10.165,0.12,0,True,
3,coqui,cpu,,True,0,True,34436.8,34.4368,22.795,0.66,108.581,True,
3,coqui,cpu,,True,1,False,28365.9,28.3659,19.457,0.69,0,True,
3,coqui,cpu,,True,2,False,29693.7,29.6937,20.897,0.7,0,True,
3,omnivoice,cpu,,True,0,True,36725.8,36.7258,15.81,0.43,114.635,True,
3,omnivoice,cpu,,True,1,False,36094.0,36.094,15.88,0.44,0,True,
3,omnivoice,cpu,,True,2,False,36204.3,36.2043,15.83,0.44,0,True,
3,voxcpm,cpu,,True,0,True,15797.9,15.7979,11.6,0.73,63.775,True,
3,voxcpm,cpu,,True,1,False,20152.5,20.1525,15.2,0.75,0,True,
3,voxcpm,cpu,,True,2,False,20731.1,20.7311,14.96,0.72,0,True,
3,kokoro,cpu,,False,0,True,1557.5,1.5575,17.8,11.43,10.115,True,
3,kokoro,cpu,,False,1,False,1580.8,1.5808,17.8,11.26,0,True,
3,kokoro,cpu,,False,2,False,1509.3,1.5093,17.8,11.79,0,True,
3,kittentts,cpu,,False,0,True,2623.1,2.6231,16.375,6.24,9.835,True,
3,kittentts,cpu,,False,1,False,2723.3,2.7233,16.375,6.01,0,True,
3,kittentts,cpu,,False,2,False,2669.8,2.6698,16.375,6.13,0,True,
3,piper,cpu,,False,0,True,288.0,0.2892,15.128,52.3,2.08,True,
3,piper,cpu,,False,1,False,256.4,0.2573,14.896,57.9,0,True,
3,piper,cpu,,False,2,False,255.8,0.2568,15.07,58.67,0,True,
3,vibevoice,cpu,,False,0,True,29765.8,29.7658,18.4,0.62,100.868,True,
3,vibevoice,cpu,,False,1,False,32447.3,32.4473,19.867,0.61,0,True,
3,vibevoice,cpu,,False,2,False,31592.5,31.5925,19.333,0.61,0,True,
3,magpie,cpu,,False,0,True,96585.5,96.5855,17.786,0.18,295.361,True,
3,magpie,cpu,,False,1,False,90606.6,90.6066,17.043,0.19,0,True,
3,magpie,cpu,,False,2,False,86960.7,86.9607,17.043,0.2,0,True,
4,pocket,cpu,,gated,0,True,112.3,1.3969,6.64,4.75,7.145,True,
4,pocket,cpu,,gated,1,False,91.2,1.4558,7.04,4.84,0,True,
4,pocket,cpu,,gated,2,False,94.0,1.4092,6.8,4.83,0,True,
4,neutts_air,cpu,air,True,0,True,1571.3,7.9309,8.0,1.01,36.048,True,
4,neutts_air,cpu,air,True,1,False,518.0,6.9082,7.8,1.13,0,True,
4,neutts_air,cpu,air,True,2,False,554.7,6.1544,7.12,1.16,0,True,
4,neutts_nano,cpu,nano,True,0,True,775.5,3.5335,5.32,1.51,26.227,True,
4,neutts_nano,cpu,nano,True,1,False,391.5,3.4194,5.64,1.65,0,True,
4,neutts_nano,cpu,nano,True,2,False,378.9,3.3867,5.5,1.62,0,True,
4,luxtts,cpu,,True,0,True,,,,,0.075,False,load failed: ModuleNotFoundError: No module named 'luxtts'
4,chatterbox,cpu,,True,0,True,16692.7,16.6927,6.52,0.39,60.527,True,
4,chatterbox,cpu,,True,1,False,16079.7,16.0797,6.12,0.38,0,True,
4,chatterbox,cpu,,True,2,False,15589.4,15.5894,5.88,0.38,0,True,
4,f5tts,cpu,,True,0,True,59649.6,59.6496,3.883,0.07,186.503,True,
4,f5tts,cpu,,True,1,False,61032.6,61.0326,3.883,0.06,0,True,
4,f5tts,cpu,,True,2,False,56592.2,56.5922,3.883,0.07,0,True,
4,coqui,cpu,,True,0,True,10353.9,10.3539,8.491,0.82,48.328,True,
4,coqui,cpu,,True,1,False,11892.8,11.8928,9.142,0.77,0,True,
4,coqui,cpu,,True,2,False,9612.9,9.6129,7.798,0.81,0,True,
4,omnivoice,cpu,,True,0,True,15217.7,15.2177,6.04,0.4,50.768,True,
4,omnivoice,cpu,,True,1,False,14373.3,14.3733,5.63,0.39,0,True,
4,omnivoice,cpu,,True,2,False,14508.8,14.5088,6.04,0.42,0,True,
4,voxcpm,cpu,,True,0,True,7981.1,7.9811,5.28,0.66,40.333,True,
4,voxcpm,cpu,,True,1,False,12299.8,12.2998,8.08,0.66,0,True,
4,voxcpm,cpu,,True,2,False,12762.1,12.7621,7.36,0.58,0,True,
4,kokoro,cpu,,False,0,True,638.7,0.6387,7.05,11.04,7.931,True,
4,kokoro,cpu,,False,1,False,551.6,0.5517,7.05,12.78,0,True,
4,kokoro,cpu,,False,2,False,545.3,0.5453,7.05,12.93,0,True,
4,kittentts,cpu,,False,0,True,1090.5,1.0905,6.875,6.3,5.227,True,
4,kittentts,cpu,,False,1,False,1088.3,1.0883,6.875,6.32,0,True,
4,kittentts,cpu,,False,2,False,1203.5,1.2035,6.875,5.71,0,True,
4,piper,cpu,,False,0,True,135.8,0.136,6.072,44.65,1.741,True,
4,piper,cpu,,False,1,False,110.8,0.1109,6.13,55.26,0,True,
4,piper,cpu,,False,2,False,102.2,0.1024,5.793,56.55,0,True,
4,vibevoice,cpu,,False,0,True,15344.1,15.3441,8.533,0.56,53.259,True,
4,vibevoice,cpu,,False,1,False,13802.7,13.8027,8.667,0.63,0,True,
4,vibevoice,cpu,,False,2,False,16128.1,16.1281,9.6,0.6,0,True,
4,magpie,cpu,,False,0,True,34644.5,34.6445,8.963,0.26,128.15,True,
4,magpie,cpu,,False,1,False,33351.0,33.351,8.731,0.26,0,True,
4,magpie,cpu,,False,2,False,37298.5,37.2985,9.009,0.24,0,True,
5,pocket,cpu,,gated,0,True,309.4,3.9954,4.48,1.12,20.701,True,
5,pocket,cpu,,gated,1,False,278.5,3.037,3.6,1.19,0,True,
5,pocket,cpu,,gated,2,False,302.1,2.9838,3.84,1.29,0,True,
5,neutts_nano,cpu,nano,True,0,True,633.5,3.6515,5.36,1.47,24.482,True,
5,neutts_nano,cpu,nano,True,1,False,348.5,4.1432,5.94,1.43,0,True,
5,neutts_nano,cpu,nano,True,2,False,329.9,3.5432,6.02,1.7,0,True,
5,coqui,cpu,,True,0,True,6340.3,6.3403,4.641,0.73,32.072,True,
5,coqui,cpu,,True,1,False,4800.4,4.8004,3.937,0.82,0,True,
5,coqui,cpu,,True,2,False,4855.2,4.8552,3.99,0.82,0,True,
5,omnivoice,cpu,,True,0,True,12380.3,12.3803,4.71,0.38,43.375,True,
5,omnivoice,cpu,,True,1,False,12888.7,12.8887,4.12,0.32,0,True,
5,omnivoice,cpu,,True,2,False,12332.4,12.3324,4.28,0.35,0,True,
5,voxcpm,cpu,,True,0,True,8410.7,8.4107,5.76,0.68,33.548,True,
5,voxcpm,cpu,,True,1,False,9118.1,9.1181,5.92,0.65,0,True,
5,voxcpm,cpu,,True,2,False,8789.9,8.7899,6.08,0.69,0,True,
5,kokoro,cpu,,False,0,True,471.1,0.4711,5.05,10.72,6.649,True,
5,kokoro,cpu,,False,1,False,399.5,0.3995,5.05,12.64,0,True,
5,kokoro,cpu,,False,2,False,402.3,0.4023,5.05,12.55,0,True,
5,piper,cpu,,False,0,True,113.8,0.1139,4.214,36.99,2.932,True,
5,piper,cpu,,False,1,False,86.0,0.0861,4.574,53.14,0,True,
5,piper,cpu,,False,2,False,80.9,0.0809,4.342,53.64,0,True,
5,magpie,cpu,,False,0,True,26326.0,26.326,7.198,0.27,92.692,True,
5,magpie,cpu,,False,1,False,25231.7,25.2317,7.105,0.28,0,True,
5,magpie,cpu,,False,2,False,18463.6,18.4636,5.712,0.31,0,True,
