prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,wall_s,ok,error
2,neutts_air,mps,air,True,1,False,561.8,2.6027,5.56,2.14,0,True,
2,neutts_air,mps,air,True,2,False,579.6,2.7325,5.62,2.06,0,True,
2,neutts_nano,cpu,nano,True,0,True,971.2,2.2207,4.5,2.03,20.903,True,
2,neutts_nano,cpu,nano,True,1,False,272.0,1.5789,4.92,3.12,0,True,
2,neutts_nano,cpu,nano,True,2,False,275.1,1.5746,4.68,2.97,0,True,
2,neutts_nano,mps,nano,True,0,True,1478.5,2.9997,4.96,1.65,17.422,True,
2,neutts_nano,mps,nano,True,1,False,474.9,1.7813,4.84,2.72,0,True,
2,neutts_nano,mps,nano,True,2,False,477.2,1.7731,5.02,2.83,0,True,
2,luxtts,cpu,,True,0,True,,,,,0.026,False,load failed: ModuleNotFoundError: No module named 'luxtts'
2,luxtts,mps,,True,0,True,,,,,0.016,False,load failed: ModuleNotFoundError: No module named 'luxtts'
3,pocket,cpu,,gated,0,True,71.2,1.821,16.4,9.01,7.423,True,
3,pocket,cpu,,gated,1,False,35.1,1.7732,15.84,8.93,0,True,
3,pocket,cpu,,gated,2,False,34.3,1.723,15.92,9.24,0,True,
3,neutts_air,cpu,air,True,0,True,1542.4,9.5063,17.6,1.85,40.787,True,
3,neutts_air,cpu,air,True,1,False,365.9,8.3692,17.6,2.1,0,True,
3,neutts_air,cpu,air,True,2,False,367.5,7.69,16.38,2.13,0,True,
3,neutts_air,mps,air,True,0,True,2944.1,11.3681,17.6,1.55,39.583,True,
3,neutts_air,mps,air,True,1,False,563.8,8.0274,17.6,2.19,0,True,
3,neutts_air,mps,air,True,2,False,580.7,7.9834,17.16,2.15,0,True,
3,neutts_nano,cpu,nano,True,0,True,1154.4,5.529,14.06,2.54,29.554,True,
3,neutts_nano,cpu,nano,True,1,False,279.7,4.1129,12.78,3.11,0,True,
3,neutts_nano,cpu,nano,True,2,False,281.5,4.7365,14.52,3.07,0,True,
3,neutts_nano,mps,nano,True,0,True,2137.5,5.9366,11.34,1.91,25.898,True,
3,neutts_nano,mps,nano,True,1,False,489.2,4.7231,14.42,3.05,0,True,
3,neutts_nano,mps,nano,True,2,False,483.3,4.3382,14.42,3.32,0,True,
3,luxtts,cpu,,True,0,True,,,,,0.025,False,load failed: ModuleNotFoundError: No module named 'luxtts'
3,luxtts,mps,,True,0,True,,,,,0.014,False,load failed: ModuleNotFoundError: No module named 'luxtts'
4,pocket,cpu,,gated,0,True,64.2,0.7603,6.72,8.84,4.172,True,
4,pocket,cpu,,gated,1,False,35.0,0.7598,7.12,9.37,0,True,
4,pocket,cpu,,gated,2,False,32.8,0.7619,7.2,9.45,0,True,
4,neutts_air,cpu,air,True,0,True,1341.8,4.4212,7.4,1.67,30.234,True,
4,neutts_air,cpu,air,True,1,False,358.8,3.3372,7.36,2.21,0,True,
4,neutts_air,cpu,air,True,2,False,354.7,4.077,8.8,2.16,0,True,
4,neutts_air,mps,air,True,0,True,2318.4,5.7612,7.58,1.32,23.077,True,
4,neutts_air,mps,air,True,1,False,618.1,3.3932,7.1,2.09,0,True,
4,neutts_air,mps,air,True,2,False,552.9,3.416,7.4,2.17,0,True,
4,neutts_nano,cpu,nano,True,0,True,732.5,2.2446,5.32,2.37,22.191,True,
4,neutts_nano,cpu,nano,True,1,False,275.8,1.6592,5.18,3.12,0,True,
4,neutts_nano,cpu,nano,True,2,False,279.8,1.6522,5.18,3.14,0,True,
4,neutts_nano,mps,nano,True,0,True,1422.6,2.9835,5.2,1.74,18.367,True,
4,neutts_nano,mps,nano,True,1,False,468.0,1.7563,4.98,2.84,0,True,
4,neutts_nano,mps,nano,True,2,False,476.2,1.771,5.26,2.97,0,True,
4,luxtts,cpu,,True,0,True,,,,,0.023,False,load failed: ModuleNotFoundError: No module named 'luxtts'
4,luxtts,mps,,True,0,True,,,,,0.015,False,load failed: ModuleNotFoundError: No module named 'luxtts'
5,pocket,cpu,,gated,0,True,154.5,1.4811,4.48,3.02,8.203,True,
5,pocket,cpu,,gated,1,False,82.4,1.2002,3.76,3.13,0,True,
5,pocket,cpu,,gated,2,False,82.3,2.6383,8.56,3.24,0,True,
5,neutts_nano,cpu,nano,True,0,True,506.7,2.4151,5.94,2.46,28.258,True,
5,neutts_nano,cpu,nano,True,1,False,248.8,1.7408,5.24,3.01,0,True,
5,neutts_nano,cpu,nano,True,2,False,236.1,1.6131,5.22,3.24,0,True,
5,neutts_nano,mps,nano,True,0,True,953.4,2.6031,6.16,2.37,16.814,True,
5,neutts_nano,mps,nano,True,1,False,309.2,1.6758,5.84,3.48,0,True,
5,neutts_nano,mps,nano,True,2,False,310.0,1.6389,5.5,3.36,0,True,
